"nom_fashionjobs","offres_annuaire","fiche_fashionjobs","statut_couverture","type_acteur","methode_rapprochement","company_ids","companies","ambiguite_plusieurs_fiches","offres_base_monde","offres_base_france","offres_base_source_directe_france","offres_directes_sans_pays","ecart_base_direct_fr_moins_annuaire","comparaison_certifiee","domaines_base","sources_catalogue","sources_directes_actives","portails_groupe","statut_recherche","liens_carriere_candidats_non_certifies","sites_candidats_lus","portail_revu","preuve_identite_ou_portail","qualification_documentee","ats_revu","prochaine_action"
"BONOBO","6","https://fr.fashionjobs.com/recrutement/bonobo.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtm7ucrz10yjpv5jxyca11id","Bonobo","NON","44","44","44","0","38","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","bonoboplanet.com","","element-6","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"DINH VAN","6","https://fr.fashionjobs.com/recrutement/dinh-van.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxw01su3nf2but3bkw0q","DINH VAN","NON","1","1","0","0","-6","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LOUIS PION","6","https://fr.fashionjobs.com/recrutement/louis-pion.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MOLLY BRACKEN","6","https://fr.fashionjobs.com/recrutement/molly-bracken.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvujt1rpvnf2bgiok2qi8","MOLLY BRACKEN","NON","0","0","0","0","-6","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","mollybracken.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PERSONAL SELLER PARIS","6","https://fr.fashionjobs.com/recrutement/personal-seller-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvut11rtxnf2bbx2stelb","PERSONAL SELLER PARIS","NON","0","0","0","0","-6","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"RIM PARFUM","6","https://fr.fashionjobs.com/recrutement/rim-parfum.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp8696z3rquqq4zlhwfc365","RIM PARFUM","NON","6","6","0","0","-6","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"360 TALENT LONDON","5","https://fr.fashionjobs.com/recrutement/360-talent-london.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw0aw1tgrnf2bke9mhl7g","360 TALENT LONDON","NON","2","2","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","360talentlondon.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"ARLETTIE PARIS","5","https://fr.fashionjobs.com/recrutement/arlettie-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwyi1sjpnf2bh2d43ha5","ARLETTIE PARIS","NON","2","2","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","arlettie.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"BALENCIAGA S.A.S.","5","https://fr.fashionjobs.com/recrutement/balenciaga-s-a-s-.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","REGLE_CANONIQUE_CANDIDATE","cmtpukur529bgl35m0lsirz9b","Balenciaga","NON","139","32","32","0","27","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","balenciaga.com","","kering","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"BANANA MOON","5","https://fr.fashionjobs.com/recrutement/banana-moon.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvv3x1ry6nf2b2zoo462c","BANANA MOON","NON","0","0","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"BERENICE","5","https://fr.fashionjobs.com/recrutement/berenice.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwa01scqnf2bnomlnaix","BERENICE","NON","0","0","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","berenice.net","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://berenice.net/fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"BULGARI","5","https://fr.fashionjobs.com/recrutement/bulgari.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk48ejw1bzgny2bkqrqp6dp","Bulgari","NON","112","9","9","0","4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","bulgari.com","","lvmh","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"DJULA","5","https://fr.fashionjobs.com/recrutement/djula.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw0g31tilnf2b8781vbza","DJULA","NON","5","5","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","djula.fr","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://djula.fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"GROUPE ETAM","5","https://fr.fashionjobs.com/recrutement/groupe-etam.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","REGLE_CANONIQUE_CANDIDATE","cmtk21s720aa5nv2byuid9uwb","Etam","NON","241","152","152","1","147","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","groupeetam.com","etam:ACTIVE","etam","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"LE PALAIS DES THÉS","5","https://fr.fashionjobs.com/recrutement/le-palais-des-thes.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxbf1sn6nf2b5o6qvo6c","LE PALAIS DES THÉS","NON","0","0","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","palaisdesthes.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MERCI","5","https://fr.fashionjobs.com/recrutement/merci.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac1b62shqqq5lbyiyzfd1","MERCI","NON","0","0","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","merci-merci.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MINIMEPARIS","5","https://fr.fashionjobs.com/recrutement/minimeparis.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvydr1szwnf2b9lkp3v4c","MINIMEPARIS","NON","5","5","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MODELOR SERVICE","5","https://fr.fashionjobs.com/recrutement/modelor-service.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp869213rpfqq4zz8l0wssq","MODELOR SERVICE","NON","3","3","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","modelor.fr","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PACO RABANNE MODE","5","https://fr.fashionjobs.com/recrutement/paco-rabanne-mode.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxx41sufnf2b1rgv1kd1","PACO RABANNE MODE","NON","2","2","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PROJECT X PARIS","5","https://fr.fashionjobs.com/recrutement/project-x-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvw4j1sannf2bmoef4bim","PROJECT X PARIS","NON","0","0","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PUMA","5","https://fr.fashionjobs.com/recrutement/puma.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://about.puma.com/en/careers","https://za.puma.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"ROUJE","5","https://fr.fashionjobs.com/recrutement/rouje.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuoc1rrpnf2b0f8dunsp","ROUJE","NON","0","0","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://www.rouje.com/pages/marque-employeur","https://www.rouje.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"SERGENT MAJOR","5","https://fr.fashionjobs.com/recrutement/sergent-major.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.groupe-gpe.com/nous-rejoindre/","https://en.sergent-major.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"WINNING SEARCH","5","https://fr.fashionjobs.com/recrutement/winning-search.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw3ek1ugmnf2b0qrb3rix","WINNING SEARCH","NON","0","0","0","0","-5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"ZMIROV COMMUNICATION","5","https://fr.fashionjobs.com/recrutement/zmirov-communication.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"ASPHALTE","4","https://fr.fashionjobs.com/recrutement/asphalte.html","SOURCE_CATALOGUEE_SANS_DIRECT_ACTIF","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1x2e5009znv2bt1564w1s","Asphalte","NON","12","12","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","asphalte.com","asphalte:RETIRED","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"ATELIER DIANA MARTINEZ","4","https://fr.fashionjobs.com/recrutement/atelier-diana-martinez.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp868ys3rnvqq4z7cf8do74","ATELIER DIANA MARTINEZ","NON","1","1","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"AZZEDINE ALAIA","4","https://fr.fashionjobs.com/recrutement/azzedine-alaia.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuoz1rs1nf2bqrva17su","AZZEDINE ALAIA","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","maison-alaia.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"BREAL","4","https://fr.fashionjobs.com/recrutement/breal.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtm7ud191117pv5jj1qug7bf","Bréal","NON","11","11","11","0","7","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","breal.net","","element-6","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://www.groupe-beaumanoir.com/nos-offres","https://breal.net/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"CHILDREN WORLDWIDE FASHION C.W.F","4","https://fr.fashionjobs.com/recrutement/children-worldwide-fashion-c-w-f.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvzna1t9vnf2bsx57k9p4","CHILDREN WORLDWIDE FASHION C.W.F","NON","3","3","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","cwf.fr","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COLTESSE","4","https://fr.fashionjobs.com/recrutement/coltesse.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2mh1u6vnf2bv8y3qxhq","COLTESSE","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DE GABOR PARIS","4","https://fr.fashionjobs.com/recrutement/de-gabor-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuku1rqbnf2beqvrwzz5","DE GABOR PARIS","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DIPTYQUE","4","https://fr.fashionjobs.com/recrutement/diptyque.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1xe9n01a0nv2b2p3qyil0","Diptyque","NON","153","34","34","1","30","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","diptyqueparis.com","diptyque:RETIRED | diptyque-workday:ACTIVE","diptyque-workday","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"EMILY MODELS","4","https://fr.fashionjobs.com/recrutement/emily-models.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvgw1s38nf2bswuqrmt3","EMILY MODELS","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"FRENCH BLOOM","4","https://fr.fashionjobs.com/recrutement/french-bloom.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"GEMMYO","4","https://fr.fashionjobs.com/recrutement/gemmyo.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"JEAN PAUL GAULTIER","4","https://fr.fashionjobs.com/recrutement/jean-paul-gaultier.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxxm1sunnf2bzy0l1xiw","JEAN PAUL GAULTIER","NON","233","73","72","0","68","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","jeanpaulgaultier.com","","jean-paul-gaultier-5","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"JIMMY FAIRLY","4","https://fr.fashionjobs.com/recrutement/jimmy-fairly.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw27s1u1wnf2b2n1gh0l5","JIMMY FAIRLY","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","jimmyfairly.com","","","","ATS_HINT_REVIEW_REQUIRED","https://jimmyfairly.factorial.fr/#jobs","https://www.jimmyfairly.com/fr","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"JONAK","4","https://fr.fashionjobs.com/recrutement/jonak.html","SOURCE_CATALOGUEE_SANS_DIRECT_ACTIF","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1x83i00pqnv2biab352pq","Jonak","NON","26","24","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","jonak.fr","jonak:RETIRED","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"JULES & JENN","4","https://fr.fashionjobs.com/recrutement/jules-jenn.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvy7k1sy6nf2bk4odsuwu","JULES & JENN","NON","1","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"KUJTEN CACHEMIRE","4","https://fr.fashionjobs.com/recrutement/kujten-cachemire.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvufg1rnznf2byc79miie","KUJTEN CACHEMIRE","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","kujten.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"L OCCITANE- LOCCITANE","4","https://fr.fashionjobs.com/recrutement/l-occitane-loccitane.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"L'ATELIER D'AMAYA","4","https://fr.fashionjobs.com/recrutement/l-atelier-d-amaya.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvw4s1sarnf2b4zx3q8i2","L'ATELIER D'AMAYA","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","atelier-amaya.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LA PRAIRIE GROUP","4","https://fr.fashionjobs.com/recrutement/la-prairie-group.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://www.careers.laprairiegroup.ch/","https://www.laprairie.com/fr-fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON ANDI","4","https://fr.fashionjobs.com/recrutement/maison-andi.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvis1s3wnf2b7wk22ppu","MAISON ANDI","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON CRIVELLI","4","https://fr.fashionjobs.com/recrutement/maison-crivelli.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON LABICHE","4","https://fr.fashionjobs.com/recrutement/maison-labiche.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvfq1s2snf2boj2j1pt2","MAISON LABICHE","NON","0","0","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.maisonlabiche.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MICHEL JACUZZI","4","https://fr.fashionjobs.com/recrutement/michel-jacuzzi.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NACH","4","https://fr.fashionjobs.com/recrutement/nach.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw0sv1tmknf2b27tk2k1w","NACH","NON","3","3","0","0","-4","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","nachbijoux.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
